-39.22119716420373	-1.1177140879667842e-14
-36.133672815376045	-1.0107755279957041e-14
-33.501504538197125	-4.2162482672332946e-15
-31.229992916308344	1.3077538504746602e-14
-29.250999644307015	-6.235070721224934e-15
-27.510852621820746	5.213531601326856e-15
-25.9696714248689	3.340519419214816e-15
-24.5947736872043	8.282561144937278e-15
-23.36130486303875	-2.952232344743177e-14
-22.248224823822323	-8.323246087008919e-15
-21.239257884477524	1.3890270812559672e-14
-20.320243476081185	-5.452834249771298e-15
